"id_survey","date_of_survey","ticket_system","overall_rating","customer_service","features","value_for_money","ease_of_use","likelihood_to_recommend","overall_text"
"T_04750",2024-12-29,"Zoho Desk",5,5,5,5,5,8,"Pros:Well developed for communication purpose with a proper integration."
"T_03523",2024-12-12,"Zoho Desk",,,,,,,
"T_03392",2024-12-10,"Zendesk",5,5,5,5,3,8,"Overall, I would recommend Zendesk for startups and larger companies as it covers a wide area and multiple use cases. Also Zendesk has easy integrations with other softwares."
"T_02110",2024-11-19,"Freshdesk",,,,,,,
"T_04297",2024-12-22,"otrs",,,,,,,
"T_03631",2024-12-13,"Zendesk",,,,,,,
"T_00250",2024-10-07,"Zoho Desk",5,2,5,4,5,9,"Pros:The social media integrations just work (and flawlessly too). It has helped my company move from a dodgy process to an awesome customer servicing machine"
"T_04225",2024-12-21,"ServiceNow",,,,,,,
"T_02905",2024-12-04,"Freshdesk",,,,,,,
"T_04340",2024-12-23,"Freshdesk",,,,,,,
"T_04497",2024-12-25,"Zendesk",,,,,,,
"T_03045",2024-12-06,"Zoho Desk",5,3,4,5,5,7,"Pros:I like how easy it is to make tickets and customize our information so that we can extrapolate data."
"T_03780",2024-12-15,"Zendesk",5,3,4,5,5,7,"amazing, other than the deals issue, their customer service is great and the program fills our needs."
"T_02602",2024-11-29,"Jira Service Management",4,4,4,4,5,6,"Pros:It's definitely an accessible software - I particularly appreciated that customization was fairly easy even for non technical resources. It didn't require a system admin nor engineer to make changes - non developers can easily understand the layout, ui, etc."
"T_00853",2024-10-22,"Jira Service Management",,,,,,,
"T_01970",2024-11-16,"Jira Service Management",5,4,5,5,5,8,"Pros:custimized dashboard which enable to focus on what I intersted"
"T_03119",2024-12-07,"Zoho Desk",3,2,3,3,3,3,"Pros:What I like best about Zoho is the ticketing system and how it can integrate with my gmail inbox so all my emails show up in one place."
"T_01309",2024-11-04,"Zoho Desk",,,,,,,
"T_02626",2024-11-30,"Freshdesk",,,,,,,
"T_01769",2024-11-13,"Zoho Desk",5,5,5,5,5,9,"So far, so good; let's see how it evolves."
"T_01684",2024-11-11,"Freshdesk",,,,,,,
"T_02386",2024-11-25,"Zendesk",5,4,5,5,5,9,"Pros:the product is easy to use and easy Zendesk Suite is the ultimate customer support solution that empowers businesses to deliver exceptional experiences across multiple channels. By unifying various functionalities, automating processes, and providing valuable insights, it enhances support team efficiency and customer satisfaction. Whether you're a small business or a global enterprise, Zendesk Suite equips you with the tools to build strong customer relationships and drive business growth. Embrace the power of Zendesk Suite and revolutionize your customer support operations."
"T_04298",2024-12-22,"otrs",3,2,2,5,4,4,"It's a great way to express what an application does from a User/Administrator point of view."
"T_01385",2024-11-05,"Zendesk",4,2,4,3,5,8,"Really complete customer success product. Allows for Chat, Email and Phone support. Would recommend to all software companies."
"T_02066",2024-11-18,"Zendesk",,,,,,,
"T_01624",2024-11-10,"Freshdesk",,,,,,,
"T_00101",2024-10-03,"Freshdesk",,,,,,,
"T_01448",2024-11-06,"Jira Service Management",5,4,5,5,5,8,"Customer Portal, Automation Rules, Powerful SLAs, and Queues."
"T_01154",2024-10-30,"Freshdesk",,,,,,,
"T_00761",2024-10-20,"Zendesk",,,,,,,
"T_00712",2024-10-19,"Zoho Desk",5,3,5,5,5,10,"We could deploy features continuously and as needed, this helped us ease into CRM and prevented the risks involving a huge initial investment and resistance from stakeholders.Also, the whole suite of integrated products provided us with the possibility of a single backend for all business needs."
"T_01268",2024-11-03,"Zoho Desk",5,4,5,4,5,8,"The experience is good in the sense that it makes my work fast and it reduces stress."
"T_00539",2024-10-14,"Zendesk",,,,,,,
"T_03267",2024-12-09,"Zoho Desk",4,2,4,3,5,10,"Improve productivity"
"T_02040",2024-11-18,"Freshdesk",,,,,,,
"T_00513",2024-10-13,"Jira Service Management",4,3,5,4,5,8,"Pros:Can easily track and record the progress of bugs and issues associated with a project within the team"
"T_04690",2024-12-28,"Zoho Desk",,,,,,,
"T_03100",2024-12-06,"Jira Service Management",,,,,,,
"T_03423",2024-12-11,"Zoho Desk",,,,,,,
"T_03929",2024-12-17,"Zendesk",,,,,,,
"T_01923",2024-11-16,"Zoho Desk",,,,,,,
"T_00339",2024-10-09,"Freshdesk",5,3,5,5,4,8,"Their support is amazing. They are always quick to answer questions and help. They practise what they preach using their software to manage their tickets."
"T_04436",2024-12-24,"ServiceNow",,,,,,,
"T_04119",2024-12-20,"Zendesk",5,4,5,4,4,8,"From the demo, onboarding and implementation, the Zendesk team was great.Building out our knowledge base including written FAQs, videos, links all work exceptionally well."
"T_04075",2024-12-19,"ServiceNow",,,,,,,
"T_00647",2024-10-17,"Zendesk",,,,,,,
"T_01937",2024-11-16,"Freshdesk",,,,,,,
"T_03162",2024-12-07,"Jira Service Management",,,,,,,
"T_00042",2024-10-02,"Zoho Desk",,,,,,,
"T_02821",2024-12-03,"Zoho Desk",,,,,,,
"T_01304",2024-11-03,"Jira Service Management",5,4,5,4,5,8,"We use jira for bug tracking and issues maintenance and it has been a great help so far"
"T_00995",2024-10-26,"Zendesk",,,,,,,
"T_00592",2024-10-16,"Zoho Desk",5,4,5,5,5,9,"Great experience"
"T_04108",2024-12-20,"Freshdesk",,,,,,,
"T_01068",2024-10-28,"Freshdesk",,,,,,,
"T_04669",2024-12-27,"otrs",5,5,5,5,5,8,"Efficiency"
"T_02423",2024-11-26,"Freshdesk",5,4,5,5,5,9,"Freshdesk has allowed us to provide a pleasant customer service channel to answer questions or report any inconvenience our service may have suffered. We are satisfied with this platform, since we have managed to solve more efficiently and quickly, which has generated praise with our clients."
"T_03769",2024-12-15,"Zendesk",,,,,,,
"T_03991",2024-12-18,"Zendesk",5,4,5,5,5,8,"Pros:This is a very powerful tool for web based business. Our customers use this regularly to reach out to a sales rep, or get questions answered."
"T_04144",2024-12-20,"Zendesk",5,5,5,4,5,9,"Ticket Support is easy, breezy."
"T_03120",2024-12-07,"Zoho Desk",,,,,,,
"T_04756",2024-12-29,"Zoho Desk",,,,,,,
"T_01752",2024-11-12,"Zendesk",5,3,5,4,5,8,"Excellent support system for teams or any project!"
"T_01216",2024-11-01,"otrs",3,1,2,2,2,2,"We changed to Aagon ACMP and are pretty happy with it."
"T_01184",2024-11-01,"Freshdesk",5,5,5,5,5,10,"My overall experience moving our helpdesk operations to Freshdesk was extremely positive and simple to implement.We started out with the free trial and quickly decided to purchase the Pro version.Our productivity with ticket management increased beyond what my expectations were and the fact that we could keep the tickets forwarded the same way through an existing email address made the transition process transparent to the rest of the community."
"T_02081",2024-11-18,"Jira Service Management",,,,,,,
"T_02859",2024-12-03,"Zendesk",,,,,,,
"T_00111",2024-10-03,"Zendesk",,,,,,,
"T_02992",2024-12-05,"Zendesk",,,,,,,
"T_02457",2024-11-27,"Zoho Desk",4,4,4,3,4,8,"Easy to use and cloud based, implementation is easy and to train users as well from my previous experience"
"T_02173",2024-11-20,"otrs",5,5,5,4,5,10,"OTRS helped our business to track the effectiveness of the customer support operation and helps in finding the areas of development."
"T_04097",2024-12-20,"Zoho Desk",4,3,4,4,2,6,"Pros:The Ticketing method with the integration is the most attractive feature of all.The reporting patterns are very good."
"T_01369",2024-11-05,"Freshdesk",,,,,,,
"T_00683",2024-10-18,"Zoho Desk",,,,,,,
"T_02952",2024-12-04,"Jira Service Management",4,3,4,3,2,5,"Pros:SLAs and queues are my favorite feature. Also comment visibility makes it easy to distinguish between internal and external teams."
"T_00402",2024-10-10,"ServiceNow",,,,,,,
"T_03449",2024-12-11,"Freshdesk",4,4,4,4,3,7,"We have been through several similar applications for some time and this is the one that has worked best for us. It has a good and easy integration with some other tools (like gmail or chat) and its user interface is friendly, making this a useful tool"
"T_00452",2024-10-12,"Zoho Desk",,,,,,,
"T_02844",2024-12-03,"Zendesk",,,,,,,
"T_03670",2024-12-14,"Zoho Desk",5,3,5,5,5,10,"Pros:The biggest pro's is the ease of use and integration. We were able to integrate the helpdesk effortlessly into our current website."
"T_01612",2024-11-10,"Zoho Desk",,,,,,,
"T_01858",2024-11-14,"Jira Service Management",,,,,,,
"T_00424",2024-10-11,"Zoho Desk",5,4,5,5,5,9,"Pros:Initial feel and function look to be pretty intuitive. Also has a very good extension on the free trial period. As with all things ZOHO it has seamless integration into other ZOHO platforms."
"T_00183",2024-10-05,"Zendesk",5,4,4,5,5,9,"Pros:Configuration is pretty easy to set up without a lot of programming to get things working the way you want."
"T_00237",2024-10-07,"Zoho Desk",,,,,,,
"T_03378",2024-12-10,"Zendesk",4,4,5,4,5,8,"In conclusion, Zendesk Suite is a powerful tool for managing customer service operations. Its extensive features, including call logging, call routing, real-time chat, and chat transcripts, make it a comprehensive solution for streamlining customer interactions. While it may be slow at times, the overall experience with Zendesk Suite has been positive, providing a reliable and efficient way to manage customer support"
"T_00725",2024-10-19,"Freshdesk",5,5,5,4,4,7,"Ottimo Software per helpdesk .tutti i ticket monitorati e salvati."
"T_01296",2024-11-03,"Zendesk",4,2,4,4,5,7,"My company was having issues with tracking and measuring certain activities, and Zendesk solved a large part of this. Multiple teams have anccess to the tool, which helps to update everyone without having to actually get in contact or wait for an e-mail."
"T_01660",2024-11-11,"Zoho Desk",,,,,,,
"T_02532",2024-11-28,"Zendesk",,,,,,,
"T_02930",2024-12-04,"Zendesk",,,,,,,
"T_01540",2024-11-08,"Zendesk",,,,,,,
"T_02171",2024-11-20,"Jira Service Management",5,5,5,5,5,8,"Pros:JIRA Service Management is an effective service desk solution that has revolutionized our team's support process. With its powerful features, intuitive interface, and seamless integration with other Atlassian tools, it offers a comprehensive solution for managing customer requests and bugs."
"T_00341",2024-10-09,"Freshdesk",,,,,,,
"T_01522",2024-11-08,"Zoho Desk",,,,,,,
"T_01657",2024-11-11,"Zoho Desk",5,3,5,4,5,9,"Zoho Desk is a pretty nice tool because it lets us bring all our customer service stuff together in one place. We can handle support tickets, calls, emails, and even social media messages right in Zoho Desk. It's got a bunch of handy features and tools that help us run support smoothly. We can check out how we're doing with analytics, automate boring tasks, and set up our own custom workflows. Long story short, Zoho Desk has made our customers happier, improved our relationships with them, and kicked our customer support game up a notch."
"T_02194",2024-11-21,"Zendesk",4,5,4,5,5,9,"Since we used Zendesk, the resolution time of our support tickets has been reduced considerably. Also, this platform provided us with new communication channels as a knowledge base, so that our clients could solve some common problems on their own."
"T_03248",2024-12-08,"Jira Service Management",5,4,5,5,5,9,"We were able to seamlessly move issues from first level to second level support. Users can easily follow up on the status of our issues."
"T_03396",2024-12-10,"Zendesk",5,4,5,5,5,8,"We grew our system from a 5 users system to approximately 75 users on an Enterprise platform. We did that under my watch. It was a superb force-multiplier."
"T_01279",2024-11-03,"Freshdesk",5,3,5,4,5,8,"Pros:Freshdesk is very easy to use and to train staff on. The program is simply built without a ton of confusing information or unnecessary additions I found the tracking to be sufficient and as a whole it worked well for the company."
"T_00835",2024-10-22,"Freshdesk",5,4,5,5,5,10,"Positive. We switched from HubSpot and haven't looked back. Highly recommend."
"T_00364",2024-10-09,"Jira Service Management",,,,,,,
"T_04011",2024-12-18,"otrs",5,4,5,5,5,10,"We use it as our primary ticketing tool"
"T_02566",2024-11-29,"Freshdesk",,,,,,,
"T_02577",2024-11-29,"Freshdesk",,,,,,,
"T_01633",2024-11-10,"Zendesk",,,,,,,
"T_03527",2024-12-12,"Freshdesk",,,,,,,
"T_02610",2024-11-30,"Zoho Desk",5,4,5,5,5,9,"Use Cases and Arrangement ExtensionWe have utilized monday.com as an extra CRM for our Client Onboarding and Backing groups. It has helped our colleagues to facilitate with one another on the Client onboarding undertakings, arrangements, and leads. All colleagues can add to every pipeline by sharing updates, applicable archives, and extra records connected with each undertaking and arrangement. It likewise gives admittance to the group leads and supervisors who can screen each task and colleague, giving better straightforwardness to the whole association."
"T_02912",2024-12-04,"Freshdesk",,,,,,,
"T_04459",2024-12-25,"Zoho Desk",5,4,5,5,5,9,"great"
"T_01308",2024-11-04,"Zoho Desk",5,3,5,4,5,7,"Allows customer to request a ticket and makes easy to resolves. The was better than the other softwares used."
"T_04795",2024-12-29,"Zendesk",5,4,4,5,5,9,"Great experience! Again, super easy to use holds all client contact info and great for internal communication as well."
"T_03925",2024-12-17,"Zendesk",4,4,4,3,4,7,"Pros:The organizational features to handle your support tickets are second to none and can't be beat. Easy to use features for employees to easily submit tickets different ways."
"T_01401",2024-11-06,"Zoho Desk",4,2,4,5,5,4,"Low-cost, effective trouble ticketing software."
"T_02007",2024-11-17,"Zendesk",5,4,3,3,5,6,"Pros:Easy to use and onboard new agents. Integrates well with our systems."
"T_00846",2024-10-22,"Zendesk",,,,,,,
"T_04817",2024-12-29,"Jira Service Management",,,,,,,
"T_00088",2024-10-03,"Zoho Desk",4,4,4,4,4,6,"Pros:Ease of use.Easy to customize.Simple and elegant."
"T_02581",2024-11-29,"Zendesk",,,,,,,
"T_02591",2024-11-29,"Zendesk",5,4,5,5,5,10,"We enjoy using the tool for all of our support needs"
"T_00497",2024-10-13,"Freshdesk",,,,,,,
"T_02451",2024-11-26,"otrs",,,,,,,
"T_01732",2024-11-12,"Freshdesk",4,4,3,3,5,6,"Pros:I really like the ease of use - FreshDesk is simple, and intuitive and even for somebody who has never seen it before, it really tells you where to look for each thing (or even better, you can use a search bar to look for it!). Also, the customer support team of FreshDesk is amazing and I've never waited for more than a few minutes for them to get back to me with help, love them!"
"T_02186",2024-11-21,"Freshdesk",,,,,,,
"T_01911",2024-11-15,"Jira Service Management",,,,,,,
"T_04686",2024-12-28,"Zoho Desk",,,,,,,
"T_03072",2024-12-06,"Zendesk",5,3,5,5,5,8,"Helpdesk ticket management to increase productivity and create a way to generate easy to read reports to show what I have done."
"T_02107",2024-11-19,"Freshdesk",,,,,,,
"T_00135",2024-10-04,"Zendesk",5,4,5,5,5,8,"I don't find any problem with using Zendesk as I'm still using it until now. It also really helps a lot in our internal communication processes as well, not only with dealing customers concerns. It's a super CRM tool I can say."
"T_01124",2024-10-29,"Zendesk",4,4,4,4,4,6,"It's good overall. They just need to work on getting out bugs better"
"T_04619",2024-12-27,"Freshdesk",,,,,,,
"T_00502",2024-10-13,"Zendesk",4,4,4,4,4,7,"Pros:Easy Onboarding. Customer support. Multiple features to make customer services agents work in an efficient way."
"T_01517",2024-11-08,"Zoho Desk",,,,,,,
"T_00743",2024-10-19,"Jira Service Management",3,3,4,3,4,4,"Pros:It's very easy to use and learn, especially if you already use other Atlassian products. It integrates well and had many areas to customize."
"T_00313",2024-10-08,"Zendesk",,,,,,,
"T_04726",2024-12-28,"Zendesk",5,4,5,5,4,7,"Pros:It's intuitive featuresEasy to use functions"
"T_02057",2024-11-18,"Zendesk",,,,,,,
"T_03946",2024-12-18,"Zoho Desk",4,4,5,5,5,7,"One stop shop for all our helpdesk needs rather than having to rely on multiple systems to manage contact with our clients."
"T_03498",2024-12-11,"Jira Service Management",5,2,5,5,5,8,"We are using the Jira from past 5 years and this is very important tool in every release. Help is managing the changes well and creating a release plan."
"T_03234",2024-12-08,"Zendesk",4,4,4,4,4,8,"Pros:The layout, ability to BCC people, the ability to add articles to an automated answer. The integrations offered."
"T_04663",2024-12-27,"Jira Service Management",4,3,5,4,5,9,"Pros:Lots of integration between the JIRA tools which makes JIRA SD an easy choice. Customizing workflow is easy and it's fantastic at keeping all our requests in order, too. The collaboration function is awesome. Several people are able to work on the same ticket at the same time which is essential to solving more complicated issues. User portal is pretty intuitive and makes it easy to file tickets."
"T_00063",2024-10-02,"Zendesk",,,,,,,
"T_03543",2024-12-12,"Freshdesk",4,2,5,4,5,8,"Free should always be taken advantage of, so I am happy to add more features to the company."
"T_02563",2024-11-29,"Zoho Desk",5,3,5,5,5,7,"Pros:GreatProduct! The best part of this application is automation of notifications. Tracking and managing tickets are super easy, for admin as well as end users. This is basically Ticketing for Dummies."
"T_03915",2024-12-17,"Zendesk",,,,,,,
"T_01818",2024-11-14,"Zoho Desk",4,4,4,4,4,7,"Pros:we love the clean and responsive interface also the integration with other product solutions and different modules."
"T_04354",2024-12-23,"Zendesk",5,3,5,5,4,8,"I have 4 different accounts for different countries.I am very pleased with the performance and management of the systems for managing my clients and my application users."
"T_03870",2024-12-16,"Jira Service Management",,,,,,,
"T_04494",2024-12-25,"Zendesk",,,,,,,
"T_03347",2024-12-10,"Zoho Desk",,,,,,,
"T_03970",2024-12-18,"Freshdesk",4,1,4,1,5,7,"It is very easy to deliver a good customer service with this software. Very easy to use, the customer can communicate very easy with you through different channels. Some users prefer to chat, some others prefer to call you, so depending on the customers likes, you can handle all this kinds of channel support with Freshdesk."
"T_02252",2024-11-22,"Zendesk",5,2,4,4,4,8,"Pros:Zendesk makes finding, organizing, and replying to customer support tickets incredibly easy, so you can focus on helping your customer instead of figuring out your support tool. The many filtering options sort conversations into different teams, and you can easily search for a specific ticket or customer. One of the best features is the ability to mute the customer conversation, so you can share information with other support staff before responding publically."
"T_00230",2024-10-06,"Zendesk",,,,,,,
"T_02056",2024-11-18,"Zendesk",,,,,,,
"T_04728",2024-12-28,"ServiceNow",,,,,,,
"T_00216",2024-10-06,"Freshdesk",,,,,,,
"T_00801",2024-10-21,"Zoho Desk",,,,,,,
"T_00822",2024-10-21,"Jira Service Management",5,5,5,5,5,9,"IT's been great, it's so easy and it rarely fails, I have never had to talk to their support staff about anything. So great app."
"T_02125",2024-11-19,"Zendesk",5,3,5,5,5,10,"We use Zendesk to connect with and answer customer questions on Amazon primarliy and also on social. It's been a great tool and we couldn't be happier."
"T_03764",2024-12-15,"Zendesk",,,,,,,
"T_03228",2024-12-08,"Zendesk",,,,,,,
"T_04876",2024-12-30,"Zendesk",4,3,4,4,5,7,"very easy to use and see all tickets made work a lot easier than you would expect"
"T_02954",2024-12-04,"otrs",,,,,,,
"T_04585",2024-12-26,"ServiceNow",,,,,,,
"T_00811",2024-10-21,"Zendesk",5,5,4,4,3,7,"Pros:Their customer support is outstanding and willing to walk through new opportunities or problems with you."
"T_01683",2024-11-11,"Freshdesk",5,3,4,4,5,9,"We initially introduced the product to increase the efficiency and productivity of our agents. This has lead to our ques decreasing and many satisfied customers on our social media pages, as our response time has gone up and the unhappy customers have gone down due to our great service, all thanks to this product."
"T_03891",2024-12-17,"Zoho Desk",5,3,5,5,5,6,"Pros:We currently use another free product to run our helpdesk for a small select customers, Zoho is by far has more in depth functionality and ease of use!"
"T_03377",2024-12-10,"Zendesk",,,,,,,
"T_00558",2024-10-15,"Zoho Desk",,,,,,,
"T_01358",2024-11-05,"Zoho Desk",5,2,4,5,4,8,"Pros:i love this app, it's helping our group (of 5 companies) to support our costumers using all canals web, phone and more"
"T_02870",2024-12-03,"Zendesk",,,,,,,
"T_03379",2024-12-10,"Zendesk",5,5,5,5,5,9,"Zendesk Suite enables me to manage custom fields for each support case and specify certain fields as mandatory for resolving it.It also facilitates improved management and control over the status of each request and our overall workload at any given time.Additionally, the tool provides me with a comprehensive KPI suite, allowing for a deeper understanding of our daily operations and how things are evolving over time."
"T_02180",2024-11-21,"Zoho Desk",4,4,4,4,4,6,"Pros:Good enough on features and customized field, configurable organization structure. AJAX data transferring is what we wanted while surfing using browser."
"T_00681",2024-10-18,"Zoho Desk",5,3,4,4,3,8,"Es una herramienta que te va a permitir organizar y dar diferentes prioridades a las incidencias que ocurran con tus clientes"
"T_03018",2024-12-05,"ServiceNow",,,,,,,
"T_02456",2024-11-27,"Zoho Desk",5,3,5,5,4,8,"Pros:This is highly adaptable to existing processes and software. It serves as a unification/end point for multiple alerts and tickets so we can check them all from one place. The automation in replying or routing a ticket is a big time saver as well."
"T_00664",2024-10-17,"ServiceNow",,,,,,,
"T_01503",2024-11-08,"Zoho Desk",,,,,,,
"T_00655",2024-10-17,"Zendesk",5,3,4,4,4,7,"We love Zendesk and appreciate the growth in integration possibilities."
"T_04079",2024-12-19,"Jira Service Management",,,,,,,
"T_02684",2024-12-01,"Freshdesk",4,2,5,4,5,9,"The easy of use of the app and the customised options in the app where we can add tags and and issue types so it is very easy to find the things when needed and easy to manage the tickets as well. The freshchat feature is also a great addition to it as it makes the live interaction seamless and easy."
"T_03165",2024-12-07,"Jira Service Management",,,,,,,
"T_04368",2024-12-23,"Jira Service Management",5,3,4,5,5,9,"Pros:Ability to slice data; quantify team output; easily see where we need improvement. Dashboards have proven to be an easy way to depict this to senior management."
"T_02256",2024-11-22,"Jira Service Management",,,,,,,
"T_01255",2024-11-02,"ServiceNow",4,3,4,3,3,7,"Support activity along with different parameters can be easily sorted and managened with help ofServiceNow."
"T_00226",2024-10-06,"Zendesk",5,5,5,5,5,9,"Our team handles phone, chat and email channels providing customer support. This tool provides us a seamless experience and allow us to work in a single environment. The report system has always been invaluable part of our workloads as it provides us detailed report to keep on track."
"T_02027",2024-11-18,"Zoho Desk",4,2,5,3,3,5,"Ability to manage tickets and build better relationship with my client"
"T_02613",2024-11-30,"Zoho Desk",5,3,5,3,4,8,"Organization of my work team"
"T_04039",2024-12-19,"Freshdesk",4,2,4,4,4,7,"Product from you can control your customer escalation"
"T_02983",2024-12-05,"Freshdesk",4,3,5,3,5,5,"In general I have fond memories of the whole product since it was easy to use and for Customer Support tasks were easy and fast. The less time spent for the product the faster the task can be solved."
"T_03201",2024-12-08,"Freshdesk",4,3,4,4,4,6,"Overall, it is a great product for the cost!"
"T_01161",2024-10-30,"Zendesk",5,4,3,5,4,7,"Pros:The software is great to use for reporting and keeping track of tickets for chats, calls, and emails."
"T_04448",2024-12-24,"otrs",,,,,,,
"T_01453",2024-11-07,"Zoho Desk",4,4,4,5,5,8,"Overall a great product, and fantastic value for money when used as part of Zoho One."
"T_03344",2024-12-10,"Zoho Desk",,,,,,,
"T_01144",2024-10-30,"Freshdesk",5,5,4,5,5,6,"Their support is probably the best support out there, a real 5-star experience, plus they are continuously implementing new features and create new products.As an administrator In my company, I really don't have to do a lot and I can easily do my job. There is almost no complaints from users."
"T_03475",2024-12-11,"Zendesk",5,4,5,5,5,7,"It has been great.We have been using zendesk for 7 years now."
"T_00572",2024-10-15,"Zendesk",,,,,,,
"T_01424",2024-11-06,"Zendesk",5,3,5,4,3,6,"Over all the experience is very good , but some improvement can be done by the team"
"T_01138",2024-10-30,"Zoho Desk",4,3,4,5,3,5,"better support resolutions for customers and end users."
"T_04723",2024-12-28,"Zendesk",,,,,,,
"T_00980",2024-10-26,"Zoho Desk",4,3,4,4,4,4,"Pros:Notification sounds and prompt are pleasing. Canned responses are as helpful as always. I particularly like the fact I am able to implement my email into this."
"T_02872",2024-12-03,"ServiceNow",,,,,,,
"T_00368",2024-10-10,"Zoho Desk",5,4,5,5,5,8,"The experience is very satisfactory, Zoho has evolved a lot in these years and applied a lot of practical features in place. Any product startup must have this desk platform for easy onboarding and servicing of their customers."
"T_04762",2024-12-29,"Freshdesk",,,,,,,
"T_00618",2024-10-17,"Zoho Desk",,,,,,,
"T_03933",2024-12-17,"Jira Service Management",,,,,,,
"T_00435",2024-10-11,"Zendesk",5,3,4,5,5,8,"Zendesk has helped us improve and measure our parents satisfaction with our communication. It has also helped us stay on course of our response time goal and satisfaction level goal through the statistics it provides daily."
"T_04191",2024-12-21,"Freshdesk",,,,,,,
"T_00022",2024-10-01,"Freshdesk",,,,,,,
"T_04824",2024-12-30,"Zoho Desk",5,4,5,5,5,8,"easy to use."
"T_00633",2024-10-17,"Freshdesk",,,,,,,
"T_04361",2024-12-23,"Zendesk",,,,,,,
"T_02655",2024-11-30,"Jira Service Management",,,,,,,
"T_02900",2024-12-04,"Zoho Desk",5,4,5,5,5,10,"Pros:the ui experience and the fact that most of the requirements that I can think of are already implemented."
"T_01109",2024-10-29,"Freshdesk",4,3,4,5,4,8,"It was a game changer from previous ticketing systems i used, i would aways choose FreshService but only if you have time to make use of setting up the extra features and can afford the extra cost."
"T_03068",2024-12-06,"Zendesk",,,,,,,
"T_04518",2024-12-25,"Jira Service Management",5,4,5,5,5,5,"Pros:application that allowed us to manage the problems on the development of the software."
"T_00251",2024-10-07,"Freshdesk",4,2,4,5,4,9,"It is very efficient, simple, and collaborative. It's difficult to overlook a ticket because notifications are everywhere, and you can also add reminders under To-Do for a specific ticket. It is cloud-based, so our team can work from anywhere."
"T_04746",2024-12-29,"Zoho Desk",,,,,,,
"T_04849",2024-12-30,"Freshdesk",,,,,,,
"T_02928",2024-12-04,"Zendesk",,,,,,,
"T_01738",2024-11-12,"Freshdesk",3,3,4,4,4,6,"My overall experience has been outstanding. Freshdesk provides quick, efficient,solutions so I can keep my customers happy which in turn keeps me happy"
"T_01325",2024-11-04,"Freshdesk",,,,,,,
"T_02188",2024-11-21,"Freshdesk",5,4,5,5,5,10,"Pros:with Freshdesk we are managing the tickets and following SLAs on all tickets.with the workflow automationits becoming easy to lot a ticket to the right agent."
"T_00967",2024-10-25,"Jira Service Management",5,5,5,5,5,8,"Pros:The User interface is very user-friendly and organized."
"T_03398",2024-12-10,"Zendesk",5,3,5,5,5,8,"It's useful when it comes to communicationsvia emails. In think it's more reliable if they will put some label if which team that specifically agents coming from. In that way you will identify if that is coming from fraud Dept, CSR dept, etc.."
"T_02037",2024-11-18,"Freshdesk",5,3,5,5,5,8,"It has created the flexibility we needed to manage our customer care service. It's given us visibility through reporting and insight into the types of issues occurring. It's speeded up our response time and improved our performance with better quality responses."
"T_03607",2024-12-13,"Freshdesk",4,3,4,4,3,6,"My overall experience with Freshdesk has been great. The platform is easy to use and navigate, and provides great customer service and support. The ticketing system is very organized and efficient and the dashboard is great for keeping track of all your customer support requests. The automation and reporting tools help to streamline the process and make it easier to manage multiple customers. The integration with other tools is also helpful, allowing me to quickly connect with other systems to provide better customer service. Overall, I find Freshdesk to be a great platform for managing customer service requests."
"T_03852",2024-12-16,"Zendesk",4,3,4,5,4,8,"I've been working with Zendesk for over 3 years already. It has been a smooth and great experience. I would definitely recommend people to use it!"
"T_04389",2024-12-24,"Zoho Desk",5,5,5,5,4,9,"Basically for now I can't see any problem or difficult using Zoho Desk, but the licensing for our company is not so good, because we need only one person with all the 'enterprise' functions, but the purchasing model require that we need to buy for all guys."
"T_02334",2024-11-24,"Freshdesk",5,3,4,5,4,8,"Like a breath of fresh air!!"
"T_00439",2024-10-11,"Zendesk",,,,,,,
"T_01901",2024-11-15,"Zendesk",5,5,5,5,5,10,"Pros:Zendesk Suite is an exceptional solution that offers a unified workspace with a contextual interface. This means you can manage and access all your customer interactions across multiple channels like email, chat, phone, social media, and more, from one place. You can view the complete history and profile of each customer, as well as relevant information from other sources such as CRM, e-commerce, or billing systems. With Zendesk Suite, providing personalized and consistent service to your customers has never been easier, irrespective of how they get in touch with you."
"T_03833",2024-12-16,"Freshdesk",5,4,5,5,5,9,"Our support channels operatie 3 times faster since using Freshdesk and our customers love the way they can interact so fast with us."
"T_00080",2024-10-02,"Jira Service Management",,,,,,,
"T_00882",2024-10-23,"Zendesk",3,2,3,3,3,5,"You get a great ticketing tool, manage to keep a great track of a client's single request and get back to him as soon as possible. Issues with Zendesk have been minimum and resolved in a rapid manner."
"T_03179",2024-12-08,"Zoho Desk",,,,,,,
"T_01323",2024-11-04,"Freshdesk",,,,,,,
"T_00221",2024-10-06,"Zendesk",,,,,,,
"T_04053",2024-12-19,"Freshdesk",,,,,,,
"T_03982",2024-12-18,"Zendesk",3,2,4,2,2,4,"I liked Zendesk for the features, and the reporting was extensive. However, I found it difficult to use, and much more difficult than other CRMs and HelpDesks to build reports. The social metrics are also lacking in comparison to other HelpDesks."
"T_04537",2024-12-26,"Zoho Desk",,,,,,,
"T_02316",2024-11-24,"Zoho Desk",5,5,5,5,5,8,"Issues got resolved on Time and we could track the response time."
"T_01780",2024-11-13,"Freshdesk",,,,,,,
"T_00444",2024-10-11,"Jira Service Management",5,4,4,4,5,7,"- Powerful Agile views: It supports both the Scrum and kanban Boards- We can create custom work flow based on the different use case- Road map feature is very useful for the view the project status at high level - Detailed reports - The tool isin expensive side."
